FACILITYID,FACILITYNAME,FACILITYTYPE_CODE,FROMWANUM,FROMFACILITYID,CANCELDATE,REMOVALDATE,SUSPENDEDDATE,EFFECTIVEDATE,TERMINATIONDATE,LINKAGEPRODUCT,LINKAGETYPE
18270,ARCRES DAWSON CREEK 13-07-080-14 002,GP,31981,NULL,NULL,NULL,NULL,1-Jun-17,NULL,Gas,PP
18270,ARCRES DAWSON CREEK 13-07-080-14 002,GP,31966,NULL,NULL,NULL,NULL,1-Jun-17,NULL,Gas,PP
17843,LEUCROTTA STODDART 04-01-088-21 002,B,27810,NULL,NULL,NULL,NULL,1-Aug-13,1-Nov-14,Oil,PP
10612,PREDATOR OIL BC STODDART 01-32-085-19 001,B,17655,NULL,NULL,NULL,NULL,1-Jul-04,NULL,Oil,PP
18149,HARVEST HAYRIVER A-095-B/094-I-09 008,SB,29903,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
18149,HARVEST HAYRIVER A-095-B/094-I-09 008,SB,30644,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
9058,PC CLARKELAKE D-083-I/094-J-10 005,PG,8867,NULL,NULL,1-Mar-96,NULL,1-Feb-95,1-Mar-96,Gas,PP
6503,SAGUARO LAPRISECREEK B-056-H/094-G-08 004,B,16377,NULL,NULL,NULL,NULL,1-Sep-03,NULL,Oil,PP
7103,CNRL BUICKCREEK D-073-L/094-A-10 002,CD,13148,NULL,NULL,NULL,NULL,1-Nov-01,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,19032,NULL,NULL,NULL,NULL,1-Apr-06,1-Apr-09,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,19033,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
8142,PC CLARKELAKE B-075-F/094-J-09 001,PG,2817,NULL,NULL,1-Jan-02,NULL,1-Apr-89,1-Jan-02,Gas,PP
7132,CNRL JUNIOR D-039-L/094-I-11 001,GD,14809,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,19043,NULL,NULL,NULL,NULL,1-Apr-09,NULL,Gas,PP
7132,CNRL JUNIOR D-039-L/094-I-11 001,GD,15370,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,19041,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,19042,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,19074,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,19074,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20317,NULL,NULL,NULL,NULL,1-Apr-06,1-Apr-06,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20319,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20444,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20454,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20461,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20462,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20463,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20468,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20472,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7401,TAQA NORTH CHINCHAGARIVER C-025-A/094-H-08 002,CS,20475,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7405,CNRL WEASEL D-010-B/094-H-02 001,B,5878,NULL,NULL,NULL,NULL,1-Jan-05,NULL,Oil,PP
7405,CNRL WEASEL D-010-B/094-H-02 001,B,6249,NULL,NULL,NULL,NULL,1-Jan-05,NULL,Oil,PP
7405,CNRL WEASEL D-010-B/094-H-02 001,B,8539,NULL,NULL,NULL,NULL,1-Jan-05,NULL,Oil,PP
8133,CNRL OAK 16-02-087-18 001,SM,8753,NULL,NULL,NULL,NULL,1-Jan-95,1-Nov-95,Gas,PP
8133,CNRL OAK 16-02-087-18 001,SM,8819,NULL,NULL,NULL,NULL,1-Jan-95,1-Nov-95,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,19123,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,19123,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,19123,NULL,NULL,NULL,NULL,1-Feb-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,19123,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
10808,PROGRESS BEGWEST C-034-C/094-G-01 002,CD,20408,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
9051,TIDEWATER BUCKINGHORSE D-033-E/094-G-07 001,PG,7811,NULL,NULL,1-Apr-94,NULL,1-Oct-92,1-Apr-94,Gas,PP
8327,CNRL BLUEBERRY A-047-I/094-B-16 002,SM,180,NULL,NULL,NULL,NULL,1-Nov-94,1-Sep-00,Gas,PP
8328,ROGCI BRAZION A-088-H/093-O-08 002,SM,8496,NULL,NULL,8-Feb-95,NULL,NULL,1-Feb-95,Gas,PP
8329,PROGRESS BLUEBERRY A-054-K/094-A-12 001,SM,8683,NULL,NULL,NULL,NULL,1-Oct-94,1-Dec-94,Gas,PP
8297,CNRL UMBACH B-099-G/094-H-03 001,SM,8761,NULL,NULL,NULL,NULL,1-Nov-94,1-Mar-97,Gas,PP
8297,CNRL UMBACH B-099-G/094-H-03 001,SM,8642,NULL,NULL,NULL,NULL,1-Dec-94,1-Mar-97,Gas,PP
8297,CNRL UMBACH B-099-G/094-H-03 001,SM,8848,NULL,NULL,NULL,NULL,1-Jun-95,1-Mar-97,Gas,PP
18149,HARVEST HAYRIVER A-095-B/094-I-09 008,SB,30642,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
17903,HARVEST HAYRIVER D-094-B/094-I-09 011,SB,NULL,18149,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
18149,HARVEST HAYRIVER A-095-B/094-I-09 008,SB,30643,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
18149,HARVEST HAYRIVER A-095-B/094-I-09 008,SB,30645,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
18149,HARVEST HAYRIVER A-095-B/094-I-09 008,SB,30646,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28726,NULL,NULL,NULL,NULL,NULL,1-Oct-13,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28727,NULL,NULL,NULL,NULL,1-Oct-13,NULL,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28728,NULL,NULL,NULL,NULL,1-Sep-13,NULL,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28729,NULL,NULL,NULL,NULL,1-Oct-13,NULL,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28730,NULL,NULL,NULL,NULL,1-Oct-13,NULL,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28731,NULL,NULL,NULL,NULL,1-Sep-13,NULL,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28732,NULL,NULL,NULL,NULL,1-Oct-13,NULL,Oil,PP
5768,CNRL BUICKCREEK A-063-I/094-A-11 001,B,15125,NULL,NULL,1-May-03,NULL,1-Nov-02,1-Apr-03,Oil,PP
7943,ARCRES TOWERLAKE 12-16-081-17 009,SB,28733,NULL,NULL,NULL,NULL,1-Oct-13,NULL,Oil,PP
7429,CNRL OSBORN B-033-J/094-A-09 001,CD,18180,NULL,NULL,NULL,NULL,1-Oct-05,1-Jul-09,Gas,PP
7429,CNRL OSBORN B-033-J/094-A-09 001,CD,18180,NULL,NULL,NULL,NULL,1-Oct-05,1-Jul-09,Gas,PP
7429,CNRL OSBORN B-033-J/094-A-09 001,CD,22657,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
18149,HARVEST HAYRIVER A-095-B/094-I-09 008,SB,30641,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Oil,PP
7473,HARVEST SHEKILIE B-024-A/094-I-16 003,GP,1816,NULL,NULL,NULL,NULL,1-May-06,NULL,Gas,PP
7375,CNRL LADYFERN D-042-G/094-H-01 005,CS,14556,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
9135,CNRL GUNDYCREEK C-049-A/094-B-16 001,PG,17478,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
9026,CNRL BUICKCREEK C-034-I/094-A-11 001,PG,7144,NULL,NULL,NULL,NULL,1-Mar-90,NULL,Gas,PP
9026,CNRL BUICKCREEK C-034-I/094-A-11 001,PG,7144,NULL,NULL,NULL,NULL,1-Jul-04,NULL,Gas,PP
7214,COPOL HIDINGCREEK C-097-H/093-I-16 003,CS,12040,NULL,NULL,NULL,NULL,1-Apr-03,NULL,Gas,PP
7214,COPOL HIDINGCREEK C-097-H/093-I-16 003,CS,12040,NULL,NULL,NULL,NULL,1-Jun-05,NULL,Gas,PP
7214,COPOL HIDINGCREEK C-097-H/093-I-16 003,CS,12218,NULL,NULL,NULL,NULL,1-Apr-03,NULL,Gas,PP
7214,COPOL HIDINGCREEK C-097-H/093-I-16 003,CS,17547,NULL,NULL,NULL,NULL,1-Mar-06,NULL,Gas,PP
7214,COPOL HIDINGCREEK C-097-H/093-I-16 003,CS,12218,NULL,NULL,NULL,NULL,1-Apr-03,NULL,Gas,PP
7214,COPOL HIDINGCREEK C-097-H/093-I-16 003,CS,17547,NULL,NULL,NULL,NULL,1-Mar-06,NULL,Gas,PP
7214,COPOL HIDINGCREEK C-097-H/093-I-16 003,CS,17547,NULL,NULL,NULL,NULL,1-Mar-06,NULL,Gas,PP
7284,CVE ENERGY HIDINGCREEK A-041-F/093-I-16 003,CS,14185,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
7284,CVE ENERGY HIDINGCREEK A-041-F/093-I-16 003,CS,14185,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
7284,CVE ENERGY HIDINGCREEK A-041-F/093-I-16 003,CS,15047,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
9123,COPOL HIDINGCREEK B-053-A/093-I-16 001,PG,9459,NULL,NULL,NULL,NULL,1-Jul-96,1-Apr-02,Gas,PP
8366,CNRL SEXTET D-049-K/094-I-12 001,PG,9689,NULL,NULL,NULL,NULL,1-Apr-96,NULL,Gas,PP
7199,CANLIN LAPRISECREEK A-065-A/094-G-08 003,CS,8073,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7535,HARVEST HAYRIVER C-082-G/094-I-09 001,SB,20503,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Oil,PP
7535,HARVEST HAYRIVER C-082-G/094-I-09 001,SB,20503,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Oil,PP
6030,ECAOG HELMET A-080-K/094-P-07 001,B,15772,NULL,NULL,1-May-03,NULL,1-Jan-03,1-Apr-03,Oil,PP
9012,DEVON MONIAS 06-34-082-22 001,PG,7164,NULL,NULL,NULL,NULL,1-Jan-91,1-Nov-91,Gas,PP
8210, NIGCREEK D-071-B/094-H-04 001,SM,8238,NULL,NULL,1-Jul-96,NULL,1-Dec-93,1-Jul-96,Gas,PP
8408,CNRL LAGARDE 01-21-087-15 003,SM,1881,NULL,NULL,NULL,NULL,1-Apr-97,1-Jul-97,Gas,PP
8408,CNRL LAGARDE 01-21-087-15 003,SM,1881,NULL,NULL,NULL,NULL,1-Apr-97,1-Jul-97,Gas,PP
7259,CNRL WILDMINT B-086-A/094-H-02 001,CS,1788,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7436,CNRL WOLVERINE A-100-K/093-I-15 001,GD,4168,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15725,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15725,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15728,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15728,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15728,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15729,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15729,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
7208,HARVEST HAYRIVER B-062-G/094-I-09 001,SB,15729,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Oil,PP
8338,DEVON EAGLEWEST 16-06-085-18 002,SM,8850,NULL,NULL,24-Nov-98,NULL,1-Jan-95,1-Nov-98,Gas,PP
9056,CNRL EAGLE 11-28-084-18 002,PG,8849,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
9077,PROGRESS BERNADET 16-30-087-24 002,PG,8342,NULL,NULL,NULL,NULL,1-Oct-99,NULL,Gas,PP
8454,CNRL SIKANNI D-054-A/094-G-06 002,CD,10038,NULL,NULL,NULL,NULL,1-Mar-00,NULL,Gas,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14488,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14488,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14488,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14489,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14489,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14489,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14492,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14492,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14492,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14493,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14493,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7098,HARVEST HAYRIVER B-070-H/094-I-09 001,SB,14493,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7099,HARVEST HAYRIVER A-069-H/094-I-09 001,SB,14448,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7099,HARVEST HAYRIVER A-069-H/094-I-09 001,SB,14448,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7099,HARVEST HAYRIVER A-069-H/094-I-09 001,SB,14448,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7099,HARVEST HAYRIVER A-069-H/094-I-09 001,SB,14449,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7099,HARVEST HAYRIVER A-069-H/094-I-09 001,SB,14449,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Oil,PP
7311,PROGRESS STODDART 06-12-086-21 001,B,6724,NULL,NULL,NULL,NULL,1-Dec-03,NULL,Oil,PP
7311,PROGRESS STODDART 06-12-086-21 001,B,6724,NULL,NULL,NULL,NULL,1-May-05,NULL,Gas,PP
7547,SEC THETLAANDOA D-066-E/094-P-06 002,CS,18750,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7548,ECAOG THETLAANDOA C-078-E/094-P-06 002,CS,16940,NULL,NULL,25-Jun-09,NULL,NULL,NULL,Gas,PP
7549,CNRL INGA 11-30-086-23 002,B,21020,NULL,NULL,NULL,NULL,NULL,NULL,Oil,PP
7705,TIDEWATER SIKANNI A-063-H/094-G-03 002,CS,8030,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7386,PENGROWTH LAPRISECREEK B-031-A/094-G-08 003,B,17887,NULL,NULL,NULL,NULL,1-Nov-04,NULL,Oil,PP
7386,PENGROWTH LAPRISECREEK B-031-A/094-G-08 003,B,17887,NULL,NULL,NULL,NULL,1-Jan-05,NULL,Oil,PP
7639,CNRL INGA 06-19-086-23 001,B,2188,NULL,NULL,NULL,NULL,NULL,NULL,Oil,PP
7321,CNRL GUNDYCREEKWEST D-024-B/094-B-16 002,CD,16443,NULL,NULL,NULL,NULL,1-Mar-04,NULL,Gas,PP
7321,CNRL GUNDYCREEKWEST D-024-B/094-B-16 002,CD,21567,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,19488,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,19488,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,19488,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21376,NULL,NULL,NULL,NULL,1-Aug-08,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21376,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21376,NULL,NULL,NULL,NULL,1-Feb-09,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21376,NULL,NULL,NULL,NULL,1-Feb-09,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21469,NULL,NULL,NULL,NULL,1-Mar-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21469,NULL,NULL,NULL,NULL,1-Jul-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21469,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21511,NULL,NULL,NULL,NULL,1-Dec-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21511,NULL,NULL,NULL,NULL,1-Mar-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,21511,NULL,NULL,NULL,NULL,1-Mar-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,22204,NULL,NULL,NULL,NULL,1-Oct-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,22204,NULL,NULL,NULL,NULL,1-Oct-07,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,22204,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8570,CNRL HIDINGCREEK 10-08-076-13 001,SM,22204,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7135,CNRL LADYFERN C-082-G/094-H-01 002,CS,14021,NULL,NULL,NULL,NULL,1-Jul-02,1-May-06,Gas,PP
7135,CNRL LADYFERN C-082-G/094-H-01 002,CS,17340,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7135,CNRL LADYFERN C-082-G/094-H-01 002,CS,19138,NULL,NULL,NULL,NULL,1-Apr-05,1-May-06,Gas,PP
5733,PROGRESS BUBBLES D-047-A/094-G-08 002,PG,14304,NULL,NULL,NULL,NULL,1-Sep-02,1-Dec-02,Gas,PP
5733,PROGRESS BUBBLES D-047-A/094-G-08 002,PG,14304,NULL,NULL,NULL,NULL,1-Dec-02,NULL,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,11752,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,11753,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,11753,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,11753,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,13244,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,14242,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,14720,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,15037,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,15040,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,15161,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,15205,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,15207,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16003,NULL,NULL,1-Jun-04,NULL,1-Feb-04,1-Feb-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16208,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16212,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16212,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16826,NULL,NULL,1-Jun-04,NULL,1-Jan-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16830,NULL,NULL,1-Jun-04,NULL,1-Feb-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16879,NULL,NULL,1-Jun-04,NULL,1-Dec-03,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16869,NULL,NULL,1-Jun-04,NULL,1-Apr-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16870,NULL,NULL,1-Jun-04,NULL,1-Apr-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16877,NULL,NULL,1-Jun-04,NULL,1-Apr-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,16884,NULL,NULL,1-Jun-04,NULL,1-Mar-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,17037,NULL,NULL,1-Jun-04,NULL,1-Apr-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,17039,NULL,NULL,1-Jun-04,NULL,1-Apr-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,17052,NULL,NULL,1-Jun-04,NULL,1-Apr-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,17226,NULL,NULL,1-Jun-04,NULL,1-Mar-04,1-Jun-04,Gas,PP
9130,ECAOG SEXTET B-088-J/094-I-12 001,PG,17659,NULL,NULL,1-Jun-04,NULL,1-Apr-04,1-Jun-04,Gas,PP
7845,PROGRESS TOWN B-070-C/094-G-01 001,CD,29170,NULL,NULL,NULL,NULL,1-Mar-14,NULL,Gas,PP
7845,PROGRESS TOWN B-070-C/094-G-01 001,CD,28902,NULL,NULL,NULL,NULL,1-Oct-14,NULL,Gas,PP
7763,HARVEST HAYRIVER A-078-H/094-I-09 003,SB,24857,NULL,NULL,NULL,NULL,1-Mar-11,NULL,Oil,PP
7763,HARVEST HAYRIVER A-078-H/094-I-09 003,SB,24857,NULL,NULL,NULL,NULL,1-Mar-11,NULL,Oil,PP
7763,HARVEST HAYRIVER A-078-H/094-I-09 003,SB,24858,NULL,NULL,NULL,NULL,1-Feb-11,NULL,Oil,PP
7763,HARVEST HAYRIVER A-078-H/094-I-09 003,SB,24858,NULL,NULL,NULL,NULL,1-Feb-11,NULL,Oil,PP
8352,DELPHI TSEA D-009-F/094-P-12 002,PG,8551,NULL,NULL,NULL,NULL,1-Mar-95,NULL,Gas,PP
8352,DELPHI TSEA D-009-F/094-P-12 002,PG,20522,NULL,NULL,NULL,NULL,1-Feb-06,NULL,Gas,PP
7881,CNRL MICA 14-20-081-13 001,PG,14313,NULL,NULL,NULL,NULL,NULL,NULL,Oil,PP
10808,PROGRESS BEGWEST C-034-C/094-G-01 002,CD,26865,NULL,NULL,NULL,NULL,NULL,1-Jul-11,Gas,PP
10808,PROGRESS BEGWEST C-034-C/094-G-01 002,CD,27026,NULL,NULL,NULL,NULL,NULL,1-Jul-11,Gas,PP
8454,CNRL SIKANNI D-054-A/094-G-06 002,CD,13049,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8454,CNRL SIKANNI D-054-A/094-G-06 002,CD,12592,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8101,CNRL INGA A-052-K/094-A-12 001,SM,470,NULL,NULL,NULL,NULL,1-Apr-89,1-Jan-94,Gas,PP
8101,CNRL INGA A-052-K/094-A-12 001,SM,2241,NULL,NULL,NULL,NULL,1-Apr-89,1-Jan-94,Gas,PP
